Lead Source,Do Not Email,Do Not Call,Converted,Country,Specialization,Through Recommendations,Tags,City,Last Notable Activity,Decision_Authority,Job Position
Google,No,No,0,India,International Business,No,,Mumbai,Email Opened,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Modified,3,Operations Manager
Google,Yes,No,0,India,Operations Management,No,Ringing,Mumbai,Modified,1,Assistant Coordinator
Direct Traffic,No,No,0,Bangladesh,Finance Management,No,,Other Cities,Email Opened,3,Project Manager
Direct Traffic,No,No,0,India,IT Projects Management,No,Ringing,Mumbai,Email Opened,3,Marketing Manager
Olark Chat,No,No,0,India,Human Resource Management,No,,Mumbai,Email Opened,2,Data Analyst
Direct Traffic,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,Modified,2,Data Analyst
Direct Traffic,No,No,0,India,Operations Management,No,Ringing,Mumbai,Email Opened,5,CEO
Direct Traffic,No,No,1,India,Media and Advertising,No,Will revert after reading the email,Mumbai,Email Opened,1,Associate Analyst
Organic Search,No,No,0,India,Services Excellence,No,,Mumbai,Email Opened,1,Junior Developer
Direct Traffic,No,No,0,India,Marketing Management,No,Ringing,Mumbai,Email Opened,3,Team Lead
Google,No,No,0,India,IT Projects Management,No,invalid number,Mumbai,Email Opened,3,Project Manager
Olark Chat,No,No,0,India,Marketing Management,No,Diploma holder (Not Eligible),Mumbai,Modified,2,Business Consultant
Google,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,2,Business Consultant
Direct Traffic,No,No,0,Bangladesh,Finance Management,No,,Other Cities,Email Opened,2,Data Analyst
Direct Traffic,No,No,0,Bangladesh,International Business,No,Ringing,Other Cities,Email Opened,2,Technical Specialist
Organic Search,No,No,0,Bangladesh,Rural and Agribusiness,No,Busy,Other Cities,Email Opened,2,Technical Specialist
Direct Traffic,No,No,0,India,Supply Chain Management,No,,Mumbai,Email Opened,1,Assistant Coordinator
Olark Chat,No,No,1,India,Human Resource Management,No,,Mumbai,Email Opened,2,Business Consultant
Direct Traffic,No,No,0,Bangladesh,Finance Management,No,Ringing,Other Cities,Email Opened,3,Marketing Manager
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Team Lead
Olark Chat,No,No,0,,Select,No,,,Modified,5,CTO
Direct Traffic,No,No,0,India,Marketing Management,No,Not doing further education,Mumbai,Modified,3,Project Manager
Google,No,No,0,India,"Banking, Investment And Insurance",No,Ringing,Mumbai,Page Visited on Website,3,Operations Manager
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Page Visited on Website,3,Team Lead
Google,No,No,0,India,Finance Management,No,Interested in other courses,Mumbai,Email Opened,3,Team Lead
Google,No,No,0,India,Business Administration,No,,Mumbai,Email Opened,5,Chief Innovation Officer
Google,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,Modified,1,Intern
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Assistant Coordinator
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,3,Team Lead
Google,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Email Opened,1,Junior Developer
Google,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Technical Specialist
Google,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,2,Technical Specialist
Direct Traffic,Yes,No,0,India,Services Excellence,No,Still Thinking,Mumbai,Modified,2,Technical Specialist
Google,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,3,Project Manager
Organic Search,No,No,1,India,Travel and Tourism,No,Will revert after reading the email,Mumbai,Email Opened,4,Head of Marketing
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Business Consultant
Google,No,No,0,India,Finance Management,No,,Mumbai,Email Opened,3,Project Manager
Google,No,No,0,India,Finance Management,No,Interested in other courses,Mumbai,Modified,5,Chief Innovation Officer
Direct Traffic,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Direct Traffic,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,3,Project Manager
Google,No,No,0,India,Hospitality Management,No,Interested in other courses,Mumbai,Email Opened,1,Junior Developer
Google,No,No,0,India,Marketing Management,No,Interested in other courses,Mumbai,Modified,1,Associate Analyst
Google,No,No,0,India,Human Resource Management,No,switched off,Mumbai,Email Opened,4,Director of Operations
Google,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Data Analyst
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,5,CTO
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Google,No,No,1,India,Human Resource Management,No,Busy,Mumbai,Email Opened,2,Software Engineer
Google,No,No,0,India,Finance Management,No,Ringing,Mumbai,Modified,2,Data Analyst
Google,No,No,0,Bangladesh,"Banking, Investment And Insurance",No,opp hangup,Other Cities,Modified,3,Team Lead
Olark Chat,No,No,0,India,Marketing Management,No,Interested in other courses,Mumbai,Modified,2,Software Engineer
Organic Search,No,No,0,India,Marketing Management,No,,Mumbai,Unreachable,2,Technical Specialist
Organic Search,No,No,0,India,Select,No,,Mumbai,Modified,3,Marketing Manager
Google,Yes,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,Page Visited on Website,4,Senior Strategy Director
Reference,No,No,1,India,Rural and Agribusiness,No,Closed by Horizzon,Mumbai,Modified,1,Associate Analyst
Direct Traffic,No,No,1,India,Media and Advertising,No,Will revert after reading the email,Mumbai,Email Opened,2,Technical Specialist
Olark Chat,No,No,0,India,Marketing Management,No,Interested in other courses,Mumbai,Modified,2,Data Analyst
Google,No,No,1,India,Retail Management,No,Will revert after reading the email,Mumbai,Email Link Clicked,2,Software Engineer
Direct Traffic,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Modified,4,Vice President
Olark Chat,No,No,0,,Select,No,,,Modified,1,Assistant Coordinator
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Google,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,1,Junior Developer
Google,No,No,0,India,Finance Management,No,,Mumbai,Email Opened,4,Director of Operations
Olark Chat,Yes,No,0,,Select,No,,,Modified,1,Junior Developer
Google,No,No,1,India,Human Resource Management,No,Busy,Mumbai,Email Opened,4,Senior Strategy Director
Google,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Business Consultant
Reference,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,2,Data Analyst
Social Media,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,Modified,2,Business Consultant
Reference,No,No,1,India,Business Administration,No,Closed by Horizzon,Mumbai,Modified,5,COO
Direct Traffic,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,Modified,3,Team Lead
Google,No,No,1,India,Hospitality Management,No,Will revert after reading the email,Mumbai,SMS Sent,4,Head of Marketing
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Junior Developer
Google,Yes,No,0,India,Marketing Management,No,switched off,Mumbai,Modified,5,CTO
Olark Chat,No,No,0,India,Select,No,,Mumbai,Modified,1,Junior Developer
Organic Search,No,No,0,Bangladesh,Business Administration,No,switched off,Other Cities,Email Opened,3,Operations Manager
Google,No,No,1,India,Select,No,Busy,Mumbai,SMS Sent,4,Senior Strategy Director
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Modified,3,Marketing Manager
Reference,No,No,1,India,Supply Chain Management,No,Closed by Horizzon,Mumbai,Modified,2,Data Analyst
Olark Chat,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,3,Team Lead
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,3,Team Lead
Organic Search,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,3,Operations Manager
Reference,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Modified,4,Director of Operations
Reference,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,Modified,3,Team Lead
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Modified,1,Intern
Google,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Business Consultant
Reference,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Modified,1,Junior Developer
Reference,No,No,1,India,Human Resource Management,No,Closed by Horizzon,Mumbai,Modified,2,Business Consultant
,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Modified,2,Software Engineer
Olark Chat,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,4,Senior Strategy Director
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Business Consultant
Reference,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Modified,3,Operations Manager
Reference,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,Modified,3,Operations Manager
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Modified,5,CEO
Google,No,No,0,India,Select,No,wrong number given,Mumbai,Email Opened,2,Software Engineer
Reference,No,No,1,India,Operations Management,No,Closed by Horizzon,Mumbai,Email Opened,3,Team Lead
Reference,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Modified,3,Team Lead
Google,No,No,0,India,Finance Management,No,invalid number,Mumbai,Modified,2,Software Engineer
Direct Traffic,No,No,0,India,Human Resource Management,No,,Mumbai,Email Opened,4,Vice President
Google,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,SMS Sent,4,Vice President
Google,No,No,0,India,E-COMMERCE,No,Ringing,Mumbai,Email Opened,4,Senior Strategy Director
Google,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Data Analyst
Google,No,No,0,India,Select,No,Busy,Mumbai,Modified,2,Technical Specialist
Reference,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Organic Search,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,3,Team Lead
Google,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Technical Specialist
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,1,Junior Developer
Direct Traffic,No,No,1,Bangladesh,Business Administration,No,Busy,Other Cities,Email Opened,3,Operations Manager
Olark Chat,No,No,0,,Select,No,Interested in other courses,,Modified,5,COO
Google,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Email Opened,3,Operations Manager
Direct Traffic,No,No,0,India,Business Administration,No,Interested in other courses,Mumbai,Modified,1,Intern
Google,No,No,0,India,Marketing Management,No,,Mumbai,Modified,5,CFO
Direct Traffic,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Link Clicked,3,Operations Manager
Organic Search,No,No,1,India,Finance Management,No,Closed by Horizzon,Mumbai,Modified,1,Junior Developer
Google,No,No,0,India,Human Resource Management,No,Interested  in full time MBA,Mumbai,Modified,5,CFO
Google,No,No,1,India,IT Projects Management,No,Will revert after reading the email,Mumbai,Email Opened,3,Operations Manager
Google,No,No,0,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Modified,4,Head of Marketing
Direct Traffic,No,No,0,India,Marketing Management,No,Busy,Mumbai,Email Opened,2,Business Consultant
Google,No,No,0,India,Business Administration,No,Diploma holder (Not Eligible),Mumbai,Email Opened,5,Chief Innovation Officer
Direct Traffic,No,No,0,India,Operations Management,No,,Mumbai,Modified,1,Junior Developer
Google,No,No,0,India,Select,No,Ringing,Mumbai,Modified,4,Director of Operations
Google,No,No,1,India,Finance Management,No,Closed by Horizzon,Mumbai,Modified,2,Software Engineer
Olark Chat,No,No,0,,Select,No,Interested in other courses,,Modified,3,Operations Manager
Direct Traffic,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Assistant Coordinator
Google,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,5,CTO
Google,Yes,No,0,India,Marketing Management,No,Not doing further education,Mumbai,Modified,4,Senior Strategy Director
Organic Search,No,No,0,India,Travel and Tourism,No,Ringing,Mumbai,Modified,2,Business Consultant
Google,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Email Opened,3,Team Lead
Google,No,No,0,India,Media and Advertising,No,Interested in other courses,Mumbai,Modified,3,Team Lead
Direct Traffic,No,No,1,India,"Banking, Investment And Insurance",No,Busy,Mumbai,Email Opened,2,Technical Specialist
Google,No,No,1,India,Finance Management,No,,Mumbai,SMS Sent,1,Intern
Google,No,No,0,India,Business Administration,No,switched off,Mumbai,Page Visited on Website,1,Associate Analyst
Welingak Website,No,No,1,India,Select,No,,Mumbai,Page Visited on Website,1,Associate Analyst
Olark Chat,No,No,1,India,Select,No,,Mumbai,SMS Sent,4,Senior Strategy Director
Olark Chat,No,No,0,India,"Banking, Investment And Insurance",No,,Mumbai,Modified,2,Data Analyst
Google,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,4,Director of Operations
Welingak Website,No,No,0,India,Select,No,,Mumbai,Modified,2,Business Consultant
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,4,Vice President
Google,No,No,0,India,International Business,No,Ringing,Mumbai,Modified,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Modified,2,Data Analyst
Google,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,3,Project Manager
Google,No,No,0,India,Finance Management,No,Not doing further education,Mumbai,Modified,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Modified,5,CEO
Google,No,No,1,India,Healthcare Management,No,Will revert after reading the email,Mumbai,SMS Sent,5,CTO
Google,No,No,0,Bangladesh,Finance Management,No,Ringing,Other Cities,Email Opened,1,Associate Analyst
Google,No,No,0,India,Select,No,Ringing,Mumbai,Modified,1,Junior Developer
Olark Chat,No,No,1,India,Select,No,,Mumbai,Email Opened,2,Technical Specialist
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,Modified,2,Business Consultant
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Business Consultant
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Assistant Coordinator
Direct Traffic,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Software Engineer
Facebook,No,No,0,India,Hospitality Management,No,switched off,Mumbai,Modified,5,Chief Innovation Officer
Facebook,No,No,0,India,Finance Management,No,Interested in other courses,Mumbai,Modified,5,COO
Facebook,No,No,0,India,Finance Management,No,Ringing,Mumbai,Modified,3,Marketing Manager
Facebook,No,No,0,India,E-COMMERCE,No,Graduation in progress,Mumbai,Modified,2,Software Engineer
Facebook,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Software Engineer
Facebook,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Software Engineer
Facebook,No,No,0,India,E-COMMERCE,No,Interested in other courses,Mumbai,Modified,2,Software Engineer
Facebook,No,No,0,India,Operations Management,No,Ringing,Mumbai,Email Opened,2,Data Analyst
